id,title,role,constituent,classification,medium,date
2246,"Pitcher, Burrite Design, Model #123",Designer,Charles M. Burroughs,Food/Drink,Plastic,ca. 1948
2269,Tea Pot,Maker,Unknown,Food/Drink,"Pewter, plastic",ca. 1930
2354,Armchair,Maker,George Jacob Hunzinger,Furniture,"Wood, leather",1890s
2407,Dining Table,Maker,Duncan Phyfe,Furniture,Mahogany; beech,ca. 1805
2424,Compote,Maker,"Ball, Black & Company",Food/Drink,"Silver, glass",ca. 1865
2426,"Predicta Line Pedestal, Model 4654 (Television)",Designer,Catherine Winkler,,"Plastic, brass, wood",Designed 1958
2601,"Womb Chair, Model No. 70",Designer,Eero Saarinen,Furniture,"Chrome-plated steel, fiberglass, plastic, wood-particle shell, latex foam, original fabric upholstery","Designed 1947-1948, Manufactured ca. 1959"
2650,Death Uncovering Its Face and Showing It To Be Life,Artist,Helen Farnsworth Mears,Sculpture,Bronze,1916
2661,"Joseph Hin-Mah-Too-Yah-Lat-Kekht, Chief of the Nez Percé Indians",Artist,Olin Levi Warner,Sculpture,Bronze,1889
2734,"Plaque, Portrait of Charlotte Cushman",Designer,Karl L. H. Mueller,Ceramic,Unglazed porcelain,ca. 1876
2937,Jug,,,Ceramic,"Ceramic; fritware, painted in black, cobalt blue, green, and red under a transparent glaze",second half 16th century
3138,Relief of Nefertiti,,,Sculpture,Gray and pink granite,ca. 1352-1336 B.C.E.
3172,Bunch of Grapes,,,Accessory,Faience,ca. 1352-1336 B.C.E.
3177,Red Crown as Amulet,,,Accessory,Faience,ca. 664-30 B.C.E.
3178,White Crown as Amulet,,,Accessory,Faience,ca. 664-30 B.C.E.
3209,Semi-chalice,,,Vessel,Egyptian alabaster (calcite),ca. 1493-1353 B.C.E.
3213,Fragment of a Model Obelisk,,,Model,Egyptian alabaster (calcite),ca. 1481-1479 B.C.E.
3234,Seated Statuette of Imhotep,,,Sculpture,"Bronze, gold",ca. 664-30 B.C.E.
3237,Neferhotep in the Crown of Upper and Lower Egypt,,,Sculpture,Bronze,ca. 380-30 B.C.E. or later
3238,Wadjet-Eyes and Papyrus Stalks,,,Accessory,Faience,ca. 945-718 B.C.E. or later
3325,Royal Bust,,,Sculpture,Plaster,4th century B.C.E.
3335,Model or Temple Offering of a Foot,,,Sculpture,Limestone,ca. 664-30 B.C.E.
3387,Playing Piece,,,"Recreation, Toys, Games",Faience,ca. 1938-1700 B.C.E.
3416,Musicians,,,Sculpture,"Limestone, pigment",ca. 1352-1336 B.C.E.
3504,Ear Stud,,,Jewelry,Glass,ca. 1390-1352 B.C.E.
3555,Enigmatic Fragment,,,Sculpture,Limestone,4th century B.C.E. (probably)
3584,Hathor with Horus as Falcon,,,Accessory,Steatite,ca. 100 B.C.E.-100 C.E.
3756,Modern Reconstruction of a New Kingdom Model of a Temple Gateway,Maker,Albert Fehrenbacher,Model,Plaster,
3920,Building Scene,,,Sculpture,"Sandstone, pigment",ca. 1352-1347 B.C.E.
4228,Palette in the Shape of a Fish,,,Cosmetic,Graywacke,ca. 3400-3200 B.C.E.
4234,Mace Head,,,Arms and Armor,Porphyry,ca. 4000-3400 B.C.E.
18397,Pesesh-kef (Ritual Implement),,,Tool,Flint,ca. 3800-3500 B.C.E.
19205,Aper Amulet,,,Accessory,Agate (?),ca. 664-30 B.C.E.
24672,Gate-legged Table,,,Furniture,Walnut,ca. 1700-1725
33745,Urn,Maker,Carl Milles,Sculpture,Bronze,1931
46205,Ganesha,Culture,Indian,Painting,Opaque watercolor on paper,ca. 1775-1800
53172,Reliquary Locket,Artist,Unknown,Jewelry,"""Relics,"" hair, and bone on cloth background in silver frame with glass lenses",18th-19th century
64506,"Digging Sand, or The Sand Cart",Artist,Anton Mauve,Painting,Oil on canvas,ca. 1875
65914,Ewer (Hu),,,Vessel,Earthenware with lead glaze,100 B.C.E.-C.E. 100
67018,Square Flower-Shaped Washer,,,Vessel,"Ceramic, glaze",1271-1368
74635,Model Jar on Stand,,,"Recreation, Toys, Games",Faience,ca. 3200 B.C.E.-2675 B.C.E.
87582,The Prisoner (Der Gefangene),Artist,Christian Rohlfs,Print,Woodcut with watercolor (hand-coloring) on wove paper,1918
95649,Belt Hook in the Shape of a Horse,,,Accessory,Bronze with green patination,3rd century
96483,Plaque of a Royal Head,,,Sculpture,Limestone,4th century B.C.E.
96503,Section of a Ceiling from the Narinjistan Mansion,,,Architectural Element,Polychrome and metallic pigments on wood,ca. 1870
101431,Pen box,,,Container,"Ink, opaque watercolor, and gold with gold flecks on papier mâché under lacquered varnish; lacquered marbleized paper",19th century
101495,Brooklyn Institute Medal,Maker,Moritz Furst,Medals,Gold-plated metal,ca. 1845
101627,Mirror,,,Accessory,Bronze,12th-13th century
105922,Shiva - Sakti,,,Sculpture,Bronze,14th century or earlier
115149,"Miss Jean Simpson, Seated (Mlle Jean Simpson, assise)",Artist,Auguste Rodin,Drawing,Graphite and watercolor on wove paper,1903
124254,Porringer,Maker,Unknown,Food/Drink,Silver,ca. 1760
124993,"The Sasanian King Khusraw and Courtiers in a Garden, Page from a manuscript of the Shahnama (Book of Kings) of Firdawsi",,,Work on Paper,"Ink, opaque watercolor, and gold on paper",late 15th-early 16th century
126062,"Painted Medallion in Locket Frame, Recto: Angel, Verso: Saint Barbara with Attributes of a Castle Tower and Martyr's Palm Frond",Artist,Unknown,Jewelry,Oil on metal in silver frame,18th-19th century
146960,Torso of a Male Divinity,,,Sculpture,Sandstone,ca. 978-1010
149205,Black-White Definition New York,Artist,Leon Polk Smith,Painting,Oil on canvas,1946
149213,Black-White with Yellow,Artist,Leon Polk Smith,Painting,Oil on canvas,1953
149218,Arrangement in Black and Red,Artist,Leon Polk Smith,Painting,Acrylic on canvas,1980
154568,The Dancer  (Earrings),Maker,Ed Wiener,Jewelry,Silver,ca. 1947
159698,Geese and Reeds,Artist,Chang Seung-ob,Painting,Ink and light color on satin,late 19th century
166165,Urn,Maker,Carl Milles,Sculpture,Bronze,1931
168032,Janus-faced Amulet Head,Artist,Samwillie Amidlak,Sculpture,Black stone,1950-1980
168037,Miniature Male Head,Culture,Inuit,Sculpture,Soapstone,1950-1980
168045,"Amulet in the Form of a Head, March 1974",Artist,Therese Ukaleannuk,Sculpture,"Gray stone, rawhide",1950-1980
168046,"Janus-faced Amulet Head, March 1974",Artist,Therese Ukaleannuk,Sculpture,Tan stone,1950-1980
168066,Three Seals on a Section of Ice,Culture,Inuit,Sculpture,"Ivory, bone",1950-1980
168080,Two Whales on a Base,Culture,Inuit,Sculpture,"Bone, antler, pigment",1950-1980
168081,Scene with Family of Seals,Culture,Inuit,Sculpture,"Ivory, antler, pigment",1950-1980
168087,Loon on a Rock,Culture,Inuit,Sculpture,"Ivory, gray stone",1950-1980
211422,Slab Sculpture,Artist,Morino Taimei,Sculpture,"Ceramic, wood, and platinum leaf",1990
211436,Tea Bowl,Artist,Kakurezaki Ryuichi,Vessel,Stoneware with green oribe glaze,2008
217078,Incense Burner in the Shape of a Lotus,Artist,Kawase Shinobu,Ceramic,Celadon glazed porcelain,2008
219272,Vessel,Artist,Shimizu Ichiji,Vessel,Stoneware with sprayed slip and applied gold overglaze,2012
224323,"Damascene Athan, 7",Artist,Mohamad Hafez,Sculpture,"Mixed media, plaster, pigment, found objects, audio recording",2017
17,"Elephant, or The Call",Artist,Alexander Phimister Proctor,Sculpture,Bronze,1908
20,Indian Warrior,Artist,Alexander Phimister Proctor,Sculpture,Bronze,1898
208,Eve,Artist,Hiram S. Powers,Sculpture,Marble,1859-1860
222,General John Blackburne Woodward,Artist,Frederick William MacMonnies,Sculpture,Bronze,ca. 1901
260,Head from the Adams Memorial,Artist,Augustus Saint-Gaudens,Sculpture,Bronze,"modeled 1891, copyrighted 1908"
298,"Statuette ""Madonna""",Artist,Georg J. Lober,Sculpture,Silver and black stone,1925
321,Lamp,Maker,Yale and Curtis,Fire/Heat,Pewter,1858-1867
329,Lamp,Maker,Smith & Co.,Fire/Heat,Pewter,ca. 1847-1849
331,Lamp,Maker,Fuller & Smith,Fire/Heat,"Pewter, metal",ca. 1851
332,Lamp,Maker,Capen and Molineux,Fire/Heat,"Pewter, copper (?)",1848-1854
349,Rip Van Winkle,Artist,Daniel Chester French,Sculpture,Bronze,1925
716,Jug,Maker,Daniel Goodale,Ceramic,Stoneware,ca. 1818-1830
786,Basin,Maker,Samuel Green,Container,Pewter,1779-1828
819,Teapot,Maker,George Richardson,Food/Drink,Pewter,1818-1845
823,Basin,Maker,Josiah Danforth,Container,Pewter,1825-1837
856,Basin,Maker,Thomas Danforth III,Container,Pewter,1777-1800
880,Dome Top Tankard,Maker,Thomas Swanson,Food/Drink,Pewter,1760-1780
886,Deep Dish,Maker,Peter Young,Food/Drink,Pewter,1785-1795
897,Teapot,Maker,William Will,Food/Drink,"Pewter, peawood",1764-1796
942,Pickle Dish (Centennial),Culture,American,Commemorative,Glass,ca. 1876
1038,Jug,Culture,American,Ceramic,Earthenware,19th century
1049,Jug,Culture,American,Ceramic,Stoneware,ca. 1828-1856
1159,Bank,Maker,Thomas Haig,Ceramic,Stoneware,1852
1182,Young Girl with Bouquet,Artist,Oscar Miestchaninoff,Sculpture,Bronze,1924
1213,Bonbon Dish,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,1887
1248,Pair of Salts,Maker,Tiffany Studios,Vessel,Glass,ca. 1900
1249,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1900
1256,Medallion,Maker,Charles Cartlidge & Co.,Ceramic,Porcelain,ca. 1865
1257,Button,Manufacturer,Charles Cartlidge & Co.,Ceramic,Porcelain,ca. 1850
1258,Button,Manufacturer,Charles Cartlidge & Co.,Ceramic,Porcelain,ca. 1850
1259,Button,Manufacturer,Charles Cartlidge & Co.,Ceramic,Porcelain,ca. 1850
1260,Button,Manufacturer,Charles Cartlidge & Co.,Ceramic,Porcelain,ca. 1850
1261,Button,Manufacturer,Charles Cartlidge & Co.,Ceramic,Porcelain,ca. 1850
1262,Button,Manufacturer,Charles Cartlidge & Co.,Ceramic,Porcelain,ca. 1850
1263,Button,Manufacturer,Charles Cartlidge & Co.,Ceramic,Porcelain,ca. 1850
1271,Tea Table,Maker,Job Townsend,Furniture,Mahogany,1730-1740
1275,Plate,Retailer,John Edwards,Ceramic,Painted porcelain,ca. 1876
1276,Plate,Retailer,John Edwards,Ceramic,Painted porcelain,ca. 1876
1279,Shaker,Maker,Thomas Danforth III,Food/Drink,Pewter,ca. 1800
1287,Chamberstick,Maker,Ostrander & Norris,Fire/Heat,Pewter,1848-1850
1288,Ladle,Maker,Thomas Danforth Boardman,Food/Drink,Pewter,ca. 1840
1304,Lamp,Maker,Tiffany Studios,Light,"Bronze, glass, lead",ca. 1910
1309,Lamp,Maker,Tiffany Studios,Light,"Gilded brass, glass",ca. 1910
1310,Lamp,Maker,Tiffany Studios,Light,"Glass, matted bronze",ca. 1910
1311,Bottle,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1901-1905
1312,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1896-1919
1313,Salt Cellar,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1901-1905
1315,Salt Cellar,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1896-1919
1316,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1906-1912
1317,Jar,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1900-1920
1318,Jar,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1901-1905
1319,Jar,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1901-1905
1320,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1896-1900
1321,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1906-1912
1322,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,1901-1905
1323,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1896-1900
1324,Salt Cellar,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1901-1905
1325,Salt Cellar,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1900-1920
1326,Salt Cellar,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1900-1920
1327,Salt Cellar,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1900-1920
1328,Salt Cellar,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1900-1920
1329,Salt Cellar,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1900-1920
1330,Salt Cellar,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1900-1920
1332,Jar,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1901-1905
1333,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1906-1912
1334,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1900
1335,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,1906-1912
1336,Bottle,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1901-1905
1337,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1900-1920
1338,Vase,Culture,American,Vessel,Opalescent glass,1900-1920
1339,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,1906-1912
1340,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1901-1905
1341,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1906-1912
1342,Shot Glass,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1896-1900
1343,Shot Glass,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1896-1900
1344,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1900-1920
1345,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1901-1905
1346,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1901-1905
1347,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,1906-1912
1348,Fruit Cup,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1906-1912
1349,Fruit Cup,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1896-1919
1350,Dish,Maker,A. Douglas Nash Corporation,Vessel,Opalescent glass,ca. 1919-1928
1351,Dish,Maker,A. Douglas Nash Corporation,Vessel,Opalescent glass,ca. 1919-1928
1366,Relish Dish,Manufacturer,Union Porcelain Works,Food/Drink,Porcelain,ca. 1880
1367,Bread Dish,Manufacturer,Union Porcelain Works,Food/Drink,Porcelain,ca. 1880
1368,Plate,Manufacturer,Union Porcelain Works,Food/Drink,Porcelain,ca. 1880
1369,Candy Basket,Manufacturer,Union Porcelain Works,Food/Drink,Porcelain,ca. 1880
1370,Cream Pitcher,Manufacturer,Union Porcelain Works,Food/Drink,Porcelain,ca. 1880
1371,Gravy Bowl with Attached Saucer and Cover,Manufacturer,Union Porcelain Works,Food/Drink,Porcelain,ca. 1880
1372,Vegetable Dish and Cover,Manufacturer,Union Porcelain Works,Food/Drink,Porcelain,ca. 1880
1373,Small Dessert Dish or Saucer,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1880
1375,Small Cup and Saucer,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1880
1376,Butter Dish,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1880
1377,Nut Dish,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1880
1378,Coffee Cup and Saucer,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1879
1379,Cup and Saucer,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1879
1380,Small Dessert Dish,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1879
1381,Fruit Plate,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1880
1382,Plate,Manufacturer,Union Porcelain Works,Food/Drink,Porcelain,ca. 1879
1384,Cake Plate,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1879
1386,Celery Dish,Manufacturer,Union Porcelain Works,Food/Drink,Porcelain,ca. 1879
1387,Vegetable Dish and Cover,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1879
1389,Compote,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1879
1390,Pitcher,Manufacturer,Union Porcelain Works,Food/Drink,Porcelain,ca. 1879
1395,Individual Creamer,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1876
1396,Cream Pitcher,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1876
1400,Vase,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1884
1401,Vase,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1884
1402,Vase,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1884
1403,Vase,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1884
1404,Vase,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1877
1407,Plant Container or Cache Pot,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1900
1408,Plant Container or Cache Pot,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1877
1409,Plate,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca.. 1877
1411,Cup and Saucer,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1876
1413,Paperweight in the Form of a Frog,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1875
1418,Figure of a Boar,Manufacturer,Union Porcelain Works,Ceramic,Unglazed terracotta,late 19th century
1419,Bust of a Baby on Pedestal,Artist,Karl L. H. Mueller,Ceramic,Unglazed terracotta,late 19th century
1421,"""Protecting the Dumb""",Designer,Karl L. H. Mueller,Ceramic,Terra cotta,circa 1875
1422,Towel Hook for Bathroom,Manufacturer,Union Porcelain Works,Furnishing,Porcelain,late 19th century
1423,Door Plate,Manufacturer,Union Porcelain Works,Furnishing,Porcelain,late 19th century
1424,Paperweight,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,19th century
1425,Door Knob for a Cupboard,Manufacturer,Union Porcelain Works,Furnishing,Porcelain,late 19th century
1426,Calling Card,Manufacturer,Union Porcelain Works,Ceramic,Porcelain,late 19th century
1451,Bowl,Maker,Otto Natzler,Ceramic,Glazed earthenware,ca. 1955
1464,Footed Cup,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1896-1900
1471,Lamp,Maker,Tiffany Studios,Light,"Cast bronze, opalescent glass",ca. 1900
1474,Vase,Designer,Walter Dorwin Teague,Vessel,Glass,ca.1933
1475,Audubon Plate,Maker,Walter Dorwin Teague,Vessel,Glass,ca. 1933
1478,"Cocktail Glass, ""St Tropez,"" Part of Nine-Piece Setting",Manufacturer,"Steuben Glass, a division of Corning Glass Works, 1903-2011",Food/Drink,Glass,ca.1933
1479,"Wine Glass, ""St. Tropez,""  Part of Nine-Piece Setting",Manufacturer,"Steuben Glass, a division of Corning Glass Works, 1903-2011",Food/Drink,Glass,ca.1933
1480,"Goblet, ""St. Tropez,""  Part of Nine-Piece Setting",Manufacturer,"Steuben Glass, a division of Corning Glass Works, 1903-2011",Food/Drink,Glass,ca. 1933
1481,"Goblet, ""St Tropez,""  Part of Nine-Piece Setting",Manufacturer,"Steuben Glass, a division of Corning Glass Works, 1903-2011",Food/Drink,Glass,ca. 1933
1482,"Plate, ""St. Tropez,""  Part of Nine-Piece Setting",Manufacturer,"Steuben Glass, a division of Corning Glass Works, 1903-2011",Food/Drink,Glass,ca. 1933
1484,Vase,Manufacturer,Cowan Pottery,Carrier,"Earthenware, lead-glaze",ca. 1930
1503,Helen,Artist,Chester Beach,Sculpture,Marble,ca. 1909-1910
1508,Bowl,Culture,American,Ceramic,Stoneware,ca. 1924
1516,Desk Lamp,Manufacturer,"Robert Sonneman Associates, Inc.",Light,"Chromium, enameled metal, plastic",ca. 1970
1547,Plate (One From a Set of Five),Manufacturer,Union Porcelain Works,Ceramic,Porcelain,1879-1891
1549,Plate (One From a Set of Five),Manufacturer,Union Porcelain Works,Ceramic,Porcelain,1879-1891
1556,Face Jug,Maker,Lanier Meaders,Ceramic,"Stoneware, quartz rock",1974
1560,Armchair,Designer,Russel Wright,Furniture,"Chromium, plastic (Naugahyde)",ca. 1934
1570,Jug,Culture,American,Ceramic,Earthenware,1790-1810
1572,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1897-1913
1573,Lamp,Maker,Tiffany Studios,Light,"Bronze, glass",1906-1938
1574,Lamp,Maker,Tiffany Studios,Light,"Bronze, opalescent glass",1905-1938
1575,Table Lamp,Maker,Tiffany Studios,Light,"Bronze, glass, and lead",ca. 1906-1938
1579,Decanter and Stopper,Manufacturer,"Steuben Glass, a division of Corning Glass Works, 1903-2011",Food/Drink,Glass,ca. 1940
1580,Cocktail Shaker and Stopper,Designer,Donald Russell,Food/Drink,Glass,ca. 1941
1597,Jug,Maker,Jonathan Fenton,Ceramic,Stoneware,1793-1796
1632,Bowl,Maker,James Prestini,Food/Drink,Chestnut,ca. 1943-1953
1635,Tray,Maker,James Prestini,Vessel,Brazilian padauk,ca. 1943-1953
1636,Bowl,Maker,James Prestini,Food/Drink,Wavy maple,ca. 1943-1953
1646,Sugar Bowl,,,Food/Drink,Pewter,ca. 1930
1647,Desk,Maker,Wendell Castle,Furniture,"Maple, zebrawood, walnut",1977
1667,Side Chair,Designer,Marcel Breuer,Furniture,"Birch plywood, solid wood",1938
1668,Planter,Manufacturer,Minic Custom Woodwork and Interiors,Furnishing,Mahogany,"Designed 1953, Manufactured 1954"
1669,Double Vase,Manufacturer,Minic Custom Woodwork and Interiors,Furnishing,Mahogany,"Designed 1953, Manufactured 1954"
1672,Dinner Fork,Manufacturer,National Silver Company,Food/Drink,"Plastic, steel",ca. 1935
1673,Armchair (Louis XVI Revival style),Maker,Léon Alexandre Marcott,Furniture,"Ebonized blue beech, gilt bronze, original Aubusson tapestry upholstery (wool, linen warp)",1869
1676,Lounge Chair,Designer,Charles Eames,Furniture,"Ash plywood, rubber, metal",1946
1685,"""Sof-Tech"" Side Chair",Designer,David Rowland,Furniture,"Tubular steel, PVC coated steel",Designed 1979
1686,"""Sof-Tech"" Side Chair",Designer,David Rowland,Furniture,"Tubular steel, plastic-coated springs",ca. 1979
1694,Table Lamp,Designer,Kurt Versen,Light,"Chromed and copper-plated metal, aluminum, fabric",ca. 1930
1701,Armchair,Designer,Michael Graves,Furniture,"Mahogany veneer over hardwood, wool",1981-1982
1706,Lounge Chair,Designer,Charles Eames,Furniture,"Plywood, steel",ca. 1946
1710,Armchair,Designer,Charles Eames,Furniture,"Fiberglass, plastic, wood, metal",Designed 1950; Manufactured ca. 1951
1740,Clock,Manufacturer,Lawson Time Incorporated,"Time, Calendar",Brass,1948-1975
1742,Child's Armchair (relic),Maker,Unknown,Furniture,"Oak, original needlepoint upholstery",ca. 1860-1870
1753,One of a Set of Three Hassocks or Stools (en suite with 85.156.4 Ottoman) Neo-Classical style,Manufacturer,Unknown,Furniture,"White pine, original silk upholstery",ca. 1830
1773,Glass,Designer,Robert Venturi,Food/Drink,Glass,ca. 1985
1774,Glass,Designer,Robert Venturi,Food/Drink,Glass,ca. 1985
1775,Glass,Designer,Robert Venturi,Food/Drink,Glass,ca. 1985
1778,"Serving Cart, Model 3321",Designer,Gilbert Rohde,Furniture,"Wood, metal, glass, rubber",ca. 1933
1779,Vase,Maker,Harry Bertoia,Vessel,"Brass, metal",1937-1938
1786,Armchair,Designer,Donald Deskey,Furniture,"Steel, vinyl",ca. 1933
1788,Basket,Maker,Peer Smed,Food/Drink,Silver,ca. 1935
1790,"Stem Glass, Part of Five-piece Set",Designer,Elsa Tennhardt,Food/Drink,Silver-plated brass,Patented 1928
1791,"Stem Glass, Part of Five-piece Set",Designer,Elsa Tennhardt,Food/Drink,Silver-plated brass,Patented 1928
1792,"Stem Glass, Part of Five-piece Set",Designer,Elsa Tennhardt,Food/Drink,Silver-plated brass,Patented 1928
1793,"Stem Glass, Part of Five-piece Set",Designer,Elsa Tennhardt,Food/Drink,Silver-plated brass,Patented 1928
1818,Bowl,Maker,Mrs. M.E. Chichester,Ceramic,Glazed earthenware,ca. 1916
1828,Child's Upholstered Wire Frame Armchair,Culture,American,Furniture,"Walnut, wire frame, original upholstery",ca. 1890
1844,Pitcher,Maker,Reed & Barton,Food/Drink,Pewter,ca. 1908
1854,Vanity,Designer,Norman Bel Geddes,Furniture,"Enameled steel, chrome-plated metal, brass, wood",1929-1932
1855,Table-top Mirrror in Stand from Bedroom Set,Designer,Norman Bel Geddes,Furniture,"Enameled steel, chrome-plated metal, brass, wood",1929-1932
1857,Tile,Manufacturer,International Tile Company,Tiles,Earthenware,1882-1888
1866,Tile,Manufacturer,International Tile Company,Tiles,Earthenware,1882-1888
1911,"Pencil Sharpener, ""Electro-Pointer""",Manufacturer,"Stile Craft Manufacturers, Inc.",Tool,"Molded plastic, metal",ca. 1930
1929,Creamer,Designer,Michael Graves,Food/Drink,Porcelain,Designed 1987; Manufactured 1989-1990
1930,Sugar Bowl with Lid and Spoon,Designer,Michael Graves,Food/Drink,Porcelain,Designed 1987; Manufactured 1989-1990
1943,"Armchair, No. 810",Designer,Richard Meier,Furniture,"Hard maple, laminated hard maple veneer",ca. 1982
1944,Side Chair,Designer,Warren McArthur,Furniture,"Aluminum, leatherette, rubber",ca. 1935
1995,Water Glass,Manufacturer,A.H. Heisey & Company,Food/Drink,Glass,ca. 1930
1997,Wine Glass,Manufacturer,A.H. Heisey & Company,Food/Drink,Glass,ca. 1930
2012,"Double Candlestick, One of a Pair",Maker,The Randahl Shops,Fire/Heat,Pewter,ca. 1930
2013,"Double Candlestick, One of a Pair",Maker,The Randahl Shops,Fire/Heat,Pewter,ca. 1930
2029,"Dinner Fork from a 5 Piece Place Setting, Sphere Pattern",Designer,Izabel Lam,Food/Drink,Bronze,ca. 1990
2030,"Salad Fork from a 5 Piece Place Setting, Sphere Pattern",Designer,Izabel Lam,Food/Drink,Bronze,ca. 1990
2031,"Soup Spoon from a 5 Piece Place Setting, Sphere Pattern",Designer,Izabel Lam,Food/Drink,Bronze,ca. 1990
2032,"Teaspoon from a 5 Piece Place Setting, Sphere Pattern",Designer,Izabel Lam,Food/Drink,Bronze,ca. 1990
2034,Occasional Table,Designer,Gilbert Rohde,Furniture,"Wood, wood veneers, metal",1937-1941
2035,Saucer,Maker,Charles Cartlidge & Co.,Ceramic,"Porcelain, gilt",ca. 1850
2037,"Armchair (""Airline Chair"")",Designer,Kem Weber,Furniture,"Wood, Naugahyde, leather, metal",1934-1935
2119,"Plaque, Portrait of Edwin Forrest",Designer,Karl L. H. Mueller,Ceramic,Porcelain,ca. 1875
2127,Peach Cup,Designer,Peter Shire,Ceramic,Ceramic,ca. 1980
2129,Plate,Maker,Earl McCutchen,Food/Drink,Glass,ca. 1955
2146,Chalice,Maker,Beatrice Wood,Ceramic,Luster glazed  earthenware,ca.1975
2147,Lantern,Designer,Russel Wright,Light,"Chrome(?)-plated brass, frosted glass",ca. 1935
2182,"Side Chair, ""Easy Edges""",Designer,Frank Gehry,Furniture,"Corrugated cardboard, pressed board, wood",designed 1971; manufactured ca. 1982
2187,"""Manhattan"" Candlestick, One of a Pair",Designer,Norman Bel Geddes,Fire/Heat,Chromed metal,1937
2188,"""Manhattan"" Candlestick, One of a Pair",Designer,Norman Bel Geddes,Fire/Heat,Chromed metal,1937
2189,Cylindrical Pitcher,Manufacturer,Manning Bowman and Co.,Food/Drink,"Chromed metal, wood",mid 1930s
2196,"Coffeepot with Lid, from 4-Piece Coffee Set",Maker,Michael Jerry,Food/Drink,"Pewter, cane",ca. 1959
2228,"Teapot and Lid, Studio Line",Designer,Raymond Loewy,Ceramic,Porcelain,ca. 1954
