id,title,role,constituent,classification,medium,date
2229,"Creamer, Studio Line",Maker,Rosenthal-Bloch Continental China Company,Ceramic,Porcelain,ca. 1954
2230,"Sugar Bowl, Studio Line",Designer,Raymond Loewy,Ceramic,Porcelain,ca. 1954
2238,Inkstand and Calendar,Designer,George Howe,"Time, Calendar","Chrome-plated metal, paper, plastic",ca. 1931
2240,Vase,Designer,H. Edward Winter,Vessel,"Copper, enamel",1949
2253,Sugar Bowl and Lid,Designer,Roy Lichtenstein,Food/Drink,Porcelain,1984
2254,Creamer,Designer,Roy Lichtenstein,Food/Drink,Porcelain,1984
2255,Plate,Designer,Roy Lichtenstein,Food/Drink,Porcelain,1984
2256,Cup and Saucer,Designer,Roy Lichtenstein,Food/Drink,Porcelain,1984
2258,"Candelabra, One of Pair",Maker,Reed & Barton,Fire/Heat,Pewter,ca. 1928
2260,Figure of a Dog,Maker,New York Architectural Terra Cotta Company,Ceramic,Unglazed earthenware,ca. 1887
2273,Vase,Maker,Viveca Heino,Ceramic,Glazed stoneware,1955-1960
2284,Plate (Golden Gate International Exposition),Manufacturer,Homer Laughlin Company,Commemorative,Glazed earthenware,ca. 1939
2292,"Knife, Tablewear Series",Maker,Boris Bally,Food/Drink,"Silver, ebony",Designed and made 1987
2293,"Fork, Tablewear Series",Maker,Boris Bally,Food/Drink,"Silver, ebony",Designed and made 1987
2294,"Spoon, Tablewear Series",Maker,Boris Bally,Food/Drink,"Silver, ebony",Designed and made 1987
2295,"Spoon, Tablewear Series",Maker,Boris Bally,Food/Drink,"Silver, ebony",Designed and made 1987
2312,Tile in Metal Trivet Mount,Manufacturer,International Tile Company,Tiles,"Glazed earthenware, metal",ca. 1882-1888
2317,On the Dot Kitchen Timer,Designer,Morrison Cousins,Food/Drink,"Plastic, metal",Designed 1993; Manufactured 1995
2326,Thermos Carafe,Manufacturer,The American Thermos Bottle Company,Food/Drink,"Chromed and painted aluminum, glass","patented October 10, 1939"
2357,Tile with Portrait of Henry Ward Beecher,Manufacturer,International Tile Company,Tiles,Earthenware,ca. 1885
2379,Teapot and Lid,Maker,Vernon Kilns,Food/Drink,Glazed earthenware,1950s
2403,Side Chair,,,Furniture,"Mahogany, yellow pine, modern upholstery",ca. 1780
2411,Candlestand,Culture,American,Furniture,"Cherry, white pine",ca. 1790
2414,Side Board,,,Furniture,"Mahogany, white pine",ca. 1800
2419,"Chair, No. 1",Maker,Chris Lehrecke,Furniture,"Finland plywood, blackened steel",1997
2457,"Silvertone Turbine Radio, Model 6110",Designer,Clarence Karstadt,"Recreation, Toys, Games","Plastic, other materials",1938
2523,Candlestick one of a pair,Maker,Taunton Britannia Manufacturing Co.,Fire/Heat,Pewter,1830-1835
2561,Hair Dryer and Stand,Manufacturer,A.C. Gilbert Company,Tool,"Plastic, metal","Patented June 6, 1944"
2576,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1920
2577,Vase,Maker,Tiffany Studios,Vessel,Opalescent glass,ca. 1920
2582,Clamp Table,Designer,Harry Allen,Furniture,"Plywood, MDF, Parallam, acrylic, metal",Designed and Manufactured 1997
2608,Is It So Nominated in the Bond?,Artist,John Rogers,Sculpture,Painted plaster,1880
2617,"Creamer, ""Village""",Designer,Robert Venturi,Ceramic,Glazed earthenware,ca. 1985
2618,"Sugar Bowl and Lid, ""Village""",Designer,Robert Venturi,Ceramic,Glazed earthenware,ca. 1985
2625,"Pitcher, Poppytrail Line, Freeform Shape, California Aztec Pattern",Designer,Frank Irwin,Ceramic,Glazed earthenware,shape introduced 1954; design introduced 1955
2626,"Covered Dish, Poppytrail Line, Freeform Shape, California Aztec Pattern",Designer,Frank Irwin,Ceramic,Glazed earthenware,shape introduced 1954; pattern introduced 1955
2635,Rocker,Designer,Charles Eames,Furniture,"Fiberglass, wood, metal, rubber",ca. 1950
2640,Plate,Designer,Michael Higgins,Furnishing,Glass,ca. 1955
2641,Edward Alexander Mac Dowell,Artist,Helen Farnsworth Mears,Sculpture,Bronze,1906
2642,Highball Glass (Brooklyn Bridge),Artist,Unknown,Commemorative,Crystal,1983
2643,Paperweight (Brooklyn Bridge),Artist,Unknown,Commemorative,Glass,1983
2651,"Drinking Glass, One of a Set of Four",Designer,Sol LeWitt,Food/Drink,Glass,2002
2662,Florence Wyckoff,Artist,Olin Levi Warner,Sculpture,Marble with gilding,1889
2688,"""Racer"" Sled",Designer,Bertram Lesser,"Recreation, Toys, Games","Aluminum, rubber, other metals","patented March 30, 1965"
2720,Plate (One From a Set of Five),Manufacturer,Union Porcelain Works,Ceramic,Porcelain,ca. 1879-1891
2811,Saint Philip of Jesus (San Felipe de Jesus),Artist,Unknown,Painting,Oil on canvas,18th century
3328,Polychrome Core-Formed Vase with Festooned Design,,,Vessel,Glass,ca. 1332-1213 B.C.E.
3334,Shabty of Nes-Montu,,,Funerary Object,Egyptian alabaster,ca. 1818-1772 B.C.E.
3426,Small Model of Bullock or Humped Ox,Culture,Indus Valley Culture,"Recreation, Toys, Games",Hand-modeled terracotta,ca. 2500 B.C.E.
3458,Boy with a Floral Garland in His Hair,Artist,Brooklyn Painter,Painting,"Wood (European linden - Tilia europaea, lime), tempera",ca. 200-230 C.E.
3503,Hoop,,,Jewelry,Glass,ca. 1390-1352 B.C.E.
3506,"Hathor Heads, Scarab, and Disk Beads",,,Jewelry,Faience,ca. 1390-1353 B.C.E.
3507,Necklace with Bes and Hathor-Head Pendant,,,Jewelry,Faience,ca. 1390-1352 B.C.E.
3512,Floral and Pear-Shaped Pendants and Cylindrical Beads,,,Jewelry,Faience,ca. 1390-1352 B.C.E.
3516,Single Strand Necklace with Disk Beads,,,Jewelry,Faience,ca. 1390-1352 B.C.E.
3648,Figure of a Standing Man,,,Sculpture,Faience,ca. 3000-2675 B.C.E.
3714,Relief of Temple Courtyard with Incense Burners and Altars,,,Sculpture,Limestone,ca. 1352-1336 B.C.E.
3804,Figure of Khonsu the Child,,,Sculpture,Bronze,ca. 664-525 B.C.E. or later
3925,Geographical Personifications,,,Sculpture,"Limestone, pigment, paste",ca. 1295-1070 B.C.E.
4023,Inscribed Funerary Vessel Painted to Imitate Stone,,,Vessel,"Clay, pigment",ca. 1479-1279 B.C.E.
4083,Amulet of the Goddess Taweret,,,Accessory,Gold,ca. 1539-1190 B.C.E.
4085,Amulet of the God Bes,,,Accessory,Electrum,ca. 1390-1322 B.C.E.
4215,Egyptian Imitation of Western Asiatic Oil Bottle,,,Vessel,Clay,ca. 1539-1390 B.C.E.
4372,Fish,Artist,Antoine Vollon,Painting,Oil on canvas,1871-1875
4728,The Old Forest,Artist,Charles-Émile Jacque,Painting,Oil on canvas,1860-1870
4785,Girl in Field with Turkeys (La Dindonnière),Artist,Camille Jacob Pissarro,Watercolor,Opaque watercolor over graphite on silk mounted on paper,1885
4877,U. S. Mint Annual Assay Medal,Artist,William Barber,Medals,Bronze,1870
5072,Chest,,,Furnishing,"Wood, lacquer",1878
5075,"“Rustam Lassoes the Khaqan (Ruler) of China,” Page from an Illustrated Manuscript of the Shahnama (Book of Kings) of Firdawsi (d. 1020)",,,Work on Paper,"Ink, opaque watercolor, and gold on paper",late 15th-early 16th century
6088,Long Straight Prayer Stick,Culture,Ainu,Ceremonial,Wood,late 19th - early 20th century
6141,Tray,Culture,Ainu,Food/Drink,Wood,late 19th - early 20th century
6266,Necklace,Culture,Ainu,Jewelry,Glass beads,late 19th - early 20th century
6549,Carved Tray,Culture,Ainu,Food/Drink,Wood,late 19th-early 20th century
11493,Teapot,Maker,John Vernon,Food/Drink,Silver,ca. 1795
11502,Creamer,Maker,John Benjamin,Food/Drink,Silver,ca. 1795
11503,Teapot,Maker,John Vernon,Food/Drink,Silver,ca. 1795
12524,"Mourning Miniature for ""EA""",Artist,Unknown,"Portrait, Miniatures",Watercolor and human hair on ivory mounted in a brass locket with glass lenses,ca. 1788
17678,Ewer,,,Ceramic,"Ceramic, fritware",13th century
18620,Jug,,,Ceramic,"Ceramic, fritware",13th century
18628,Small Bowl,,,Ceramic,"Ceramic, fritware",13th century
20397,White Ships,Artist,John Singer Sargent,Watercolor,Translucent and touches of opaque watercolor and wax resist with graphite underdrawing,1908
21331,Comma or Kidney Shaped Bead (Magatama),,,Jewelry,Stone,400 B.C.E. - 600 C.E.
21364,Sword Pommel,,,Arms and Armor,Gold plated bronze,Circa 300 - 600 C.E.
27591,Napoleon Jug,,,Ceramic,"Porcelain, belleek ware.",1895
35967,Head from a Sarcophagus Lid,,,Funerary Object,Indurated limestone,381–30 B.C.E.
43388,Mirror,,,Cosmetic,Bronze,918-1392
50682,Ewer,,,Vessel,Stoneware,12th-13th century
55042,Tile,Maker,J. & J. G. Low Art Tile Works,Tiles,Earthenware,ca. 1881-1883
55043,Tile,Maker,Trenton Tile Company,Tiles,Earthenware,ca. 1885
55161,Tile,Designer,Hugh C. Robertson,Tiles,Glazed earthenware,1879
61951,"Painted Medallion in Locket Frame
Recto: Our Lady of Mount Carmel with Male Donor Figure
Verso: Archangel Raphael with Female Donor Figure",Artist,Unknown,,Oil on metal in oval silver frame,ca. 1830-1850
66198,Holland Society Medal,Cast by,"Bailey Banks & Biddle Company, Philadelphia, PA",Medals,Bronze,1905
66625,Relief Blocks from the Tomb of the Vizier Nespeqashuty,,,Sculpture,Limestone,ca. 664-610 B.C.E.
66626,Relief Blocks from the Tomb of the Vizier Nespeqashuty,,,Sculpture,Limestone,ca. 664-610 B.C.E.
66627,Relief Blocks from the Tomb of the Vizier Nespeqashuty,,,Sculpture,Limestone,ca. 664-610 B.C.E.
66628,Relief Blocks from the Tomb of the Vizier Nespeqashuty,,,Sculpture,Limestone,ca. 664-610 B.C.E.
66630,Relief Blocks from the Tomb of the Vizier Nespeqashuty,,,Sculpture,Limestone,ca. 664-610 B.C.E.
66631,Relief Blocks from the Tomb of the Vizier Nespeqashuty,,,Sculpture,Limestone,ca. 664-610 B.C.E.
66632,Relief Blocks from the Tomb of the Vizier Nespeqashuty,,,Sculpture,Limestone,ca. 664-610 B.C.E.
66633,Relief Blocks from the Tomb of the Vizier Nespeqashuty,,,Sculpture,Limestone,ca. 664-610 B.C.E.
66638,Relief Blocks from the Tomb of the Vizier Nespeqashuty,,,Sculpture,Limestone,ca. 664-610 B.C.E.
69225,Still Life,Artist,Charles G. Shaw,Painting,Oil on Masonite,1954
85426,Cann,Maker,Hester Bateman,Food/Drink,Silver,ca. 1780-1781
87202,Porringer,Maker,Simeon Soumaine,Food/Drink,Silver,ca. 1730
92724,Relief of a Hippopotamus,,,Sculpture,Gypsum or gesso gypsum,ca. 589 B.C.E.-570 B.C.E.
96912,"Dancer at Rest, Hands Behind Her Back, Right Leg Forward (Danseuse au repos, les mains sur les hanches, jambe droite en avant, première étude)",Artist,Edgar Degas,Sculpture,Bronze,"modeled 1882-1895, cast 1919-1932"
97557,Vase,Designer,Paulding Farnham,Vessel,"Silver, enamel and opals",ca. 1901
99810,"Flask in Two Sections with ""Golden Horn” or Tugrakes Motif",,,Ceramic,"Ceramic; fritware, painted in cobalt blue under a transparent glaze; 19th-century brass mount",first half 16th century
100449,Container with Lid,,,Vessel,Stoneware,5th century
100504,Mirror,,,Accessory,Bronze,ca. 11th century
100854,Bottle,,,Vessel,Bronze,12th-13th century
101516,Seated Figure with Arms Raised to Head,Culture,Olmec,Sculpture,"Ceramic, white-slipped, red pigment",1200-300 B.C.E.
103325,Mirror,,,Accessory,Bronze,15th-16th century
103326,Mirror,,,Accessory,Cast bronze,15th century
103732,Gopala (Baby Krishna),,,Sculpture,Stone,6th-7th century
106164,Four-Faced Vishnu,,,Sculpture,Red Sandstone,4th-5th century
108707,Vishnu,,,Sculpture,Sandstone,late 4th-5th century
109674,Bottle,,,Vessel,Bronze,12th-13th century
111257,Finial in the Shape of a Dragon Head,,,Sculpture,Gold,14th century
112243,Jar,,,Ceramic,Porcelain with glaze,late 18th-19th century
112429,Taking Risk,Artist,Cathey Billian,Print,"Matte opaque synthetic polymer paint (sprayed over stencil), color pencil, graphite dust",1981-1982
112542,"Armchair, Model 31",Designer,Alvar Aalto,Furniture,Birch plywood,ca. 1932
114978,"Pilaster Capital with Head of Athena, from Adams Express Building, 57-61 Broadway, NYC",Architect,Francis Hatch Kimball,Architectural Element,Marble,ca. 1912
115546,Pickle Fork,Maker,1847 Rogers Brothers,Food/Drink,Silver plate,1860s
115547,Teaspoon,Maker,1847 Rogers Brothers,Food/Drink,Silver plate,ca. 1890
116028,"Dinner Fork, Roman Medallion Pattern",Maker,Henry G. Reed,Food/Drink,Silver plate,"Patented December 29, 1868"
116029,"Spoon, ""Hartford Pattern""",Maker,William Rogers & Son,Food/Drink,Silver-plate,"patented September 23, 1879"
116032,"Fork, Assyrian Head Pattern",Maker,1847 Rogers Brothers,Food/Drink,Silverplate,Patented 1886
116060,"Dinner Fork, Lorne Pattern",Maker,1847 Rogers Brothers,Food/Drink,Silverplate,ca. 1878
116061,"Dinner Fork, ""Siren Pattern""",Maker,1847 Rogers Brothers,Food/Drink,Silver-plate,ca. 1891
116551,Tile,Maker,Providential Tile Works,Tiles,Glazed earthenware,ca. 1910
116563,Tile,Maker,Mueller Mosaic Company,Tiles,Glazed terracotta,ca. 1910
116724,Tile,Maker,Walter T. Crane,Tiles,"Transfer-printed, polychromed, glazed earthenware",ca. 1890
116745,Tile,Maker,J. & J. G. Low Art Tile Works,Tiles,Glazed earthenware,ca. 1881
119963,Portrait of a Young Lady,Artist,Charles Edward Wagstaff,"Portrait, Miniatures",Watercolor on ivory in metal locket with glass lens,n.d.
121461,Standing Young Girl,Artist,Unknown,Photograph,Daguerreotype,n.d.
122088,"Tablespoon, Shell Pattern",Manufacturer,Reed & Barton,Food/Drink,Silverplate,ca. 1880
124347,Glass,Designer,George Sakier,Food/Drink,Glass,ca. 1930s-1940s
124356,Glass,Designer,George Sakier,Food/Drink,Glass,ca. 1930s-1940s
124384,Bowl,Maker,The Kalo Shops,Vessel,Silver,1914-1918
125993,"Dinner Fork, Rex Pattern",Maker,Reed & Barton,Food/Drink,Silver plate,Patented 1894
147369,"Stele with Vishnu, His Consorts, His Avatars, and Other Dieties",,,Sculpture,Schist,11th century
148471,Statuette of Blacksmith,Artist,Karl L. H. Mueller,Sculpture,Patinated metal,ca. 1867
148696,Chalice,Maker,Michael Lacktman,Ceremonial,Silver and gilt,ca.1965
149087,Napkin Ring,Maker,George W. Shiebler & Co.,Food/Drink,"Silver, copper",ca. 1885
149214,Stonewall,Artist,Leon Polk Smith,Painting,Oil on canvas,1956
149215,Black Anthem,Artist,Leon Polk Smith,Painting,Oil on canvas,1960
149220,"Painted Medallion
Recto: Virgin of Copacabana
Verso: Crucifixion with the Virgin of Sorrows, Mary Magdalene, and Saint John the Evangelist",,,,Oil on metal,late 19th century
152429,Coffee Spoon,Maker,Reed & Barton,Food/Drink,Gilt silver,ca. 1890
154116,Pitcher,Maker,"Meriden Silver Company, a division of International Silver Co.",Food/Drink,Silver-plate,ca. 1885
154676,Creamer,Designer,Ilonka Karasz,Food/Drink,Electro-plated nickel silver,Designed 1928.
154677,Sugar Bowl,Designer,Ilonka Karasz,Food/Drink,Electro-plated nickel silver,Designed 1928.
155819,Tomb Tower,,,Ceramic,"Earthenware, lead glaze",25 B.C.E.-220 C.E.
156892,Manuscript Cover with the Five Tathagatas,,,Book,"Wood, color, gold",ca. 1200
162166,Holy Water Font,Maker,Worcester Royal Porcelain Co.,Ceramic,Porcelain,ca. 1877
165127,Ewer with Lid,Maker,Worcester Royal Porcelain Co.,Ceramic,Porcelain,1884
166993,Bowl,,,Ceramic,"Buncheong ware, glazed stoneware with white slip",first half of 15th century
178675,Sesquicentennial Medal of the U.S. Military Academy,Maker,Laura Gardin Fraser,Medals,Bronze,ca. 1952
185560,Worcester and Swasey Company Medal,Artist,Victor David Brenner,Medals,Bronze,1920
185561,Rudyard Kipling 70th Birthday Tribute Medal,Artist,Julio Kilenyi,Medals,Bronze,1935
185961,"Ice Bucket and Lid, ""Bomb Rumidor Pattern""",Designer,Louis W. Rice,Food/Drink,"Silver-plated metal, rosewood, lacquer, glass",ca. 1930
188697,"Tureen with Cover and Under Plate, ""Madame de Pompadour (nee Poisson) Pattern""",Artist,Cindy Sherman,Food/Drink,Porcelain with painted and silk-screened decoration,1990
214402,"""'Superior' Mouseketeer Television"", Model 300",Manufacturer,"T. Cohn, Inc.","Recreation, Toys, Games","Printed metal, plastic, rubber, wood",ca. 1955
49,Buffalo,Artist,Alexander Phimister Proctor,Sculpture,Bronze,1913
53,Princeton Tiger,Artist,Alexander Phimister Proctor,Sculpture,Bronze,1908-1909
75,Nude Figure of a Girl Dancing,Artist,Bela Lyon Pratt,Sculpture,Marble,1910
89,Twilight,Artist,Dwight William Tryon,Painting,Oil on panel,1893-1894
143,The Watering Pots,Artist,Theodore Robinson,Painting,Oil on canvas,1890
151,Ruined Castle and River,Artist,Thomas Cole,Painting,Oil on canvas,ca. 1832
179,Water Jar,Culture,Haak’u (Acoma Pueblo),Food/Drink,"Ceramic, pigment",1868-1901
209,Large Carved Black Spoon,Culture,Haida,Food/Drink,"Mountain goat horn, abalone shell",1801-1900
224,Midnight Moon,Artist,Elliott Daingerfield,Painting,Oil on canvas,ca. 1906
226,On the Heights,Artist,Sarah Malcolm Freeborn,Sculpture,Marble,1893
237,Charles A. Schieren,Artist,Solon H. Borglum,Sculpture,Bronze,1909
244,Portrait Medal of Paul Wayland Bartlett,Artist,John Flanagan,Sculpture,Bronze,1917
245,Portrait Plaque of Daniel Chester French,Artist,John Flanagan,Sculpture,Bronze,1919
246,Portrait Medal of Walter Griffin,Artist,John Flanagan,Sculpture,Bronze,1919
247,Portrait Plaque of Julian Alden Weir,Artist,John Flanagan,Sculpture,Bronze,1918
248,Portrait Plaque of Childe Hassam,Artist,John Flanagan,Sculpture,Bronze,1909
249,Portrait Medal of Joseph Pennell,Artist,John Flanagan,Sculpture,Bronze,1919
254,The End of the Rain,Artist,John Henry Twachtman,Painting,Oil on board,ca. 1900-1901
281,Bust of Winslow Homer,Artist,William R. O' Donovan,Sculpture,Bronze,"1876, cast ca. 1911"
292,The White Tenement,Artist,Robert Spencer,Painting,Oil on canvas,1913
316,Bowl,Maker,Unknown,Food/Drink,Pewter,19th century
326,Lamp,Maker,Capen and Molineux,Fire/Heat,Pewter,1848-1854
328,Lamp,Maker,Capen and Molineux,Fire/Heat,"Pewter, copper (?)",
396,Torso,Artist,Fritz Hammargren,Sculpture,Marble,early to mid-20th century
401,Early Summer,Artist,William Trost Richards,Painting,Oil on canvas,1888
403,Portrait of John Adams,Artist,Samuel Finley Breese Morse,Painting,Oil on canvas,1816
418,Buffalo,Artist,Edwin Willard Deming,Sculpture,Bronze,1908
462,"View Over Nyack, Winter",Artist,Henry Varnum Poor,Painting,Oil on canvas,1933
514,Hatchet with Relief of George Washington,Maker,Libbey Glass Company,Commemorative,Glass,ca. 1893
537,Goodwill Plane with Charles Lindberg,Culture,American,Commemorative,Glass,1928
548,Goblet (Alaskan scene),Maker,Crystal Glass Company,Commemorative,Glass,1867
562,"Compote, ""Westward Ho!"" Pattern",Manufacturer,James Gillinder & Sons,Commemorative,Glass,ca. 1880
566,"Salt, Lafayette Boat",Culture,American,Commemorative,Glass,ca. 1825-1830
575,Tumbler or Glass (St. Louis World's Fair),Culture,American,Commemorative,Glass,1904
577,Vinegar Flask (George Washington),Culture,American,Commemorative,Glass,1932
580,Compote (Maggie Mitchell & Fanny Davenport),Culture,American,Commemorative,Glass,ca. 1883
581,Flask (New York World's Fair),Culture,American,Commemorative,Glass,1939
603,"Bottle, Bust of Henry Ward Beecher",Culture,American,Commemorative,Glass,1887
615,Sugar Bowl,Culture,American,Commemorative,Glass,ca. 1898
623,Our Lady of Mount Carmel (Nuestra Señora del Carmen),Artist,Laguna Santero,Painting,"Wood, gesso, water-based pigments",ca. 1785-1810
671,Virgin of Carmel Saving Souls in Purgatory,Culture,Circle of Diego Quispe Tito,Painting,Oil on canvas,late 17th century
682,Figure,Artist,Unknown,Sculpture,Huamanga stone,18th century
683,Figure of St. Anthony and the Christ Child,,,Sculpture,"Wood, polychrome",1806
699,Jane Cooper Sully,Artist,Thomas Sully,Painting,Oil on canvas,ca. 1835
737,Our Lady of Mount Carmel (Nuestra Señora del Carmen),Artist,Pedro Antonio Frésquis/Truchas Master,Painting,"Pine, gesso, water-based paints",late 18th-early 19th century
802,Porringer,Maker,William Billings,Food/Drink,Pewter,1791-1806
903,Teapot,Maker,John Andrew Brunstrom,Food/Drink,Pewter,18th century
924,Crucifix,Artist,Unknown,Sculpture,"Wood, gesso, paint",late 18th-early 19th century
925,Crucifix,Artist,Unknown,Sculpture,Painted wood,19th century
931,Salt (George Washington and Marquis de Lafayette),Culture,American,Commemorative,Glass,ca. 1827
976,Crowned Virgin and Christ Child,Artist,Unknown,,"Marble, silver, polychrome",ca. 18th century
1075,"Bottle, Fish",,,Commemorative,Glass,late 19th century
1120,Portrait of Jane Wallach,Artist,Elie Nadelman,Sculpture,White marble on green stone base,ca. 1917-1918
1124,Girl with Dog,Artist,Morris Hirshfield,Painting,Oil on canvas,1940
1190,Afternoon by the River at Grez,Artist,Willard Leroy Metcalf,Painting,Oil on panel,1884
